Year,Util,WSID,County,Population,Own.Source,Imported,Exported,Supplied,Billed.Metered,Billed.Unmetered,Unbilled.Metered,Unbilled.Unmetered,Authorized.Consumption,Water.Losses,Apparent.Losses,Real.Losses,Non.Revenue.Water,Length.of.Mains,Service.COnnections,Pressure,Operating.Cost,Unit.Cost,Production.Cost,UARL,Apparent.Losses.Cost,Real.Losses.Cost,VPC.CRUC,Non.Rev.Water.as...Volume,Non.Rev.Water.as...Op.Cost,Apparent.Losses.per.connection.per.day,Real.Losses.per.connection.per.day,Real.Losses.per.length.per.day,CARL,ILI,Data.Validity,PA.1,PA.2,PA.3
2019,Augusta,GA2450000,Richmond,204000,13365.565,NA,NA,13365.565,11387.814447,NA,362.715,37.126,11787.655447,1577.9095529999995,358.6292439081627,1219.280309091837,1977.7505529999992,1299.7,66371,81,45149801,6.13,251.98,502.2214532550001,2198397.27,307234.25,VPC,0.1479735838327822,0.05772746268852875,14.803843150185982,50.3306262902756,NA,1219.280309091837,2.4277742441893544,67.90196078431373,Volume from own sources,Customer metering inaccuracies,Billed metered
2019,Austell,GA0670001,Cobb,7774,0,312.997,0,309.8366660067314,245.6608,0,2.9704,3.977,252.6082,57.22846600673137,6.4628497874658235,50.765616219265546,64.17586600673137,62.01,3779,128,1267112.97,6.96,1786.22,42.156581952,44981.43,90678.56,VPC,0.2071280550292815,0.11685586199306178,4.685482342915843,36.80441388006941,NA,50.765616219265546,1.2042156614373505,81.39010524027468,Customer metering inaccuracies,Water imported,Billed metered
2019,Bainbridge,GA0870001,Decatur,12260,977.2,0,0,962.7586206896552,635.004,0,48,12.034482758620692,695.0384827586207,267.72013793103463,10.893436854754396,256.82670107628024,327.7546206896553,161.5,5556,55,200000,2.8,204.66,34.270333625,30501.62,719114.76,CRUC,0.34043280802292275,4.588564689655175,5.371676112091283,126.64413201390585,NA,256.82670107628024,7.494140672413143,52.803921568627445,Volume from own sources,Billed metered,Unbilled metered
2019,Baldwin,GA1370001,Habersham,3970,685.4,0,497.6,182.1380323629647,116.021,NA,2.73,2.2767254045370593,121.02772540453708,61.11030695842767,9.821092952274473,51.2892140061532,66.11703236296472,38.7,1739,103,2456686.31,1.5,1120.9,NA,14731.64,57490.18,VPC,0.3630050874339451,0.03168245892621076,15.47274524372293,80.80413716929617,NA,51.2892140061532,NA,66.42862199735808,Volume from own sources,Water exported,Customer retail unit cost (applied to Apparent Losses)
2019,Baldwin County Water & Sewer,GA0090000,Baldwin,23348,0,763.966,0.595,771.0818181818182,479.591,0,2.458,9.63852272727273,491.6875227272728,279.39429545454544,18.035414004217476,261.35888145032794,291.4908181818182,420,11424,60,3662551.34,4.5,615.12,87.28902,81159.36,160767.08,VPC,0.3780283898654782,0.0680856670903907,4.3252882670027715,NA,1704.8850714307107,261.35888145032794,2.9941782076408687,69.55684696020845,Billed metered,Customer metering inaccuracies,Customer retail unit cost (applied to Apparent Losses)
2019,Banks County,GA0110026,Banks,6500,250.27,25.301,47.066,233.65348381776957,190.076,0,28.101,2.9206685477221197,221.09766854772212,12.555815270047448,2.1556905437152754,10.400124726332171,43.57748381776957,322,2950,99.5,1524075.3,6.61,774.78,79.3363051,14249.11,8057.81,VPC,0.1865047467118291,0.03040656290855822,2.002034403264709,NA,88.4891068351244,10.400124726332171,0.13108909865695487,63.99341389846427,Volume from own sources,Customer metering inaccuracies,Customer retail unit cost (applied to Apparent Losses)
2019,Barnesville,GA1710000,Lamar,6755,686.39,2.638,0,689.028,355.277,0.787,23.554,8.61285,388.2308499999999,300.7971500000001,10.342007397959188,290.4551426020409,332.96400000000006,81.22,4298,90,2069292,6.01,331.66,35.612691569999996,62155.46,96332.35,VPC,0.4832372559605706,0.08174596650841331,6.592430629065566,185.14832805448913,NA,290.4551426020409,8.155944687054188,74.8937682770817,Customer metering inaccuracies,Billed metered,Volume from own sources
2019,Barrow County Water,GA0130031 & GA0130034,Barrow,15655,0,775.403,293.134,470.436291718685,409.468,0.073,0.02,5.880453646483563,415.4414536464835,54.9948380722015,19.261760729296725,35.73307734290478,60.89529171868507,155,5989,101.6,4995762,9.81,444.39,64.4111996,188957.87,15879.42,VPC,0.12944428988718346,0.04152707786935709,8.811478911930651,16.346442149833955,NA,35.73307734290478,0.5547649720050358,61.94131839301481,Water imported,Unbilled metered,Customer metering inaccuracies
2019,Bartow County,GA0150001,Bartow,55120,155.553,2371.79344,21.531,2523.5675073980556,1806.848,0,0,5.875,1812.723,710.8445073980556,38.341490545144936,672.5030168529107,716.7195073980556,944.56,24015,120,15351830.66,7.78,2581.49,381.59959848,298296.8,5232073.47,CRUC,0.28401043574104146,0.3632190773238293,4.374148639422843,NA,1950.616179782225,672.5030168529107,1.7623263219658687,66.16821589817775,Water imported,Customer metering inaccuracies,Unauthorized consumption
2019,Baxley,GA0010000,Appling,4753,278.208,0,0,274.096551724138,238.549,0,12.434,3.4262068965517254,254.40920689655172,19.687344827586287,9.043974704052646,10.64337012353364,35.54755172413801,108.4,3340,58,504813.82,3.66,447.57,23.021189479999997,33100.95,4763.65,VPC,0.12968989029790687,0.08906878457430562,7.418566732878883,NA,269.0029349323571,10.64337012353364,0.46232928723253974,75.23258958755916,Volume from own sources,Customer metering inaccuracies,Unauthorized consumption
2019,Blackshear,GA2290000,Pierce,5811,179.958,NA,NA,173.03653846153844,149.714,0,1.662,2.162956730769231,153.53895673076923,19.497581730769213,4.657027243589739,14.840554487179476,23.322538461538443,36,2243,54,795874,4.94,339.12,10.4701491,23005.71,5032.73,VPC,0.1347838940197156,0.03685955659760726,5.688354324369563,18.12708577330932,NA,14.840554487179476,1.4174157736855413,77.45965309200604,Customer retail unit cost (applied to Apparent Losses),Volume from own sources,Unauthorized consumption
2019,Blairsville,GA2910000,Union,2642,195.908,0,0,193.27940015785316,140.866,0,3.46,2.4159925019731645,146.7419925019732,46.537407655879974,9.803043797792409,36.73436385808756,52.41340015785314,74.2625,1843,98,883985.24,6.16,709.56,24.25957617125,60386.75,26065.24,VPC,0.2711794434122136,0.1025145558462559,14.572791231973492,NA,1355.2209090979125,36.73436385808756,1.5142211718282788,85.73372332358358,Customer retail unit cost (applied to Apparent Losses),Volume from own sources,Unauthorized consumption
2019,Blakely,GA0990000,Early,5068,338.343,0,0,338.343,288.887,0.5,5.039,4.229287500000001,298.6552875,39.68771250000003,17.037864473684216,22.649848026315816,48.95600000000003,56,2670,53,188641,5.41,31.04,13.608433700000004,92174.85,703.05,VPC,0.14469340284858864,0.49387771337815456,17.482801778958716,23.241340132692848,NA,22.649848026315816,1.664397867207584,63.92105263157895,Volume from own sources,Customer metering inaccuracies,Billed metered
2019,Blue Ridge Water & Sewer,GA1110000,Fannin,7000,329.16,0,8.25,320.27520903142357,173.54,0,0.75,4.003440112892795,178.2934401128928,141.98176891853078,3.3335674730390368,138.64820144549174,146.73520903142358,127.8,3386,110,2854630.67,8.35,532.17,48.1518147,27835.29,1157712.48,CRUC,0.4581535032798207,0.429211038853018,2.69730111339928,NA,2972.2854941473565,138.64820144549174,2.879397221253465,81.177930177874,Volume from own sources,Unbilled metered,Unauthorized consumption
2019,Bowdon,GA0450000,Carroll,5395,177.356,0,0,184.74583333333337,127.249,0,1.661,1.82,130.73,54.01583333333335,4.085371698717944,49.930461634615405,57.49683333333335,141,2344,77,736736,5.9,254.15,31.32049305,24103.69,12689.83,VPC,0.3112212724689326,0.05114208617045098,4.775084972086054,NA,970.1828744703274,49.930461634615405,1.594178659796526,53.943815987933625,Volume from own sources,Unbilled metered,Customer retail unit cost (applied to Apparent Losses)
2019,Braselton,GA1570000,Jackson,14560,217.31,334.571,18.356,523.0637254901961,502.827,0,5.873,6.538296568627452,515.2382965686274,7.825428921568687,6.408807418259475,1.416621503309211,20.23672549019614,127,5700,112,2533536,8.61,2105,63.03982160000001,55179.83,2981.99,VPC,0.03868883370038904,0.03326875932003365,3.0804169277863376,0.6809043515064702,NA,1.416621503309211,0.02247185140049969,58.27450980392156,Water imported,Volume from own sources,Customer metering inaccuracies
2019,Bremen,GA1430000,Haralson,6200,85.58,319.695,77.643,322.29578717866127,227.036,0,1.598,4.028697339733266,232.66269733973328,89.63308983892799,6.03932946794665,83.59376037098134,95.25978717866126,76,3093,90,681621,5.97,667.62,28.7473635,36054.8,55808.87,VPC,0.29556634299366435,0.14028346970012484,5.349533828438631,74.04591044823383,NA,83.59376037098134,2.9078757212285344,80.59075600030131,Customer retail unit cost (applied to Apparent Losses),Unauthorized consumption,Systematic data handling errors
2019,Brunswick Glynn Joint Water Sewer Commission - City of Brunswick & North Mainland combined,GA1270000,Glynn,36606,1798.695,0,0,1782.297859690844,1355.125,0,54.297,22.278723246135552,1431.7007232461356,350.59713644470844,130.40199193183574,220.1951445128727,427.172859690844,323.5,20165,54,2896785,2.89,203.21,94.11298335,376861.76,44745.86,VPC,0.23967534796060463,0.15091508852756189,17.71712032333736,29.91690396867931,NA,220.1951445128727,2.339689346516425,61.66167727495279,Volume from own sources,Customer metering inaccuracies,Billed metered
2019,Brunswick Glynn Joint Water Sewer Commission - South Mainland,GA1270150,Glynn,2142,105.876,0,0,108.79161528976572,97.825,0,3.833,1.3598951911220718,103.01789519112208,5.7737200986436505,0.6081161553798589,5.1656039432637915,10.966615289765723,46.8,1567,54,170513,2.74,203.21,9.623170979999998,1666.24,1049.7,VPC,0.1008038648985606,0.02211672350401063,1.0632237770101824,9.03148664364118,NA,5.1656039432637915,0.5367881287778795,75.17737956109598,Customer metering inaccuracies,Billed metered,Volume from own sources
2019,Brunswick Glynn Joint Water Sewer Commisson St Simons,GA1270001,Glynn,23144,987.72,0,0,1011.5936091765668,795.733,0,42.583,12.644920114707087,850.960920114707,160.63268906185988,77.41536000120222,83.21732906065766,215.86060917656695,145.85,11695,53,1590716,2.74,203.21,49.2001094825,212118.09,16910.59,VPC,0.2133866873202932,0.15103358832640143,18.13568847504254,19.494885195208735,NA,83.21732906065766,1.691405363442479,67.76545295726731,Volume from own sources,Customer metering inaccuracies,Billed metered
2019,Buford,GA1350000,Gwinnett,9040,452.464,5.993,0,467.6909591836735,379.743,2.16,5.083,5.8461369897959194,392.832136989796,74.85882219387753,34.219681657955,40.63914053592253,85.78795918367345,76,3656,61,2231863.5,2.61,352.29,21.364603399999996,89313.37,14316.76,VPC,0.18342873108646612,0.04815722718562219,25.643477157425583,30.454078516772977,NA,40.63914053592253,1.9021715393004923,57.074437240058,Volume from own sources,Billed metered,Customer metering inaccuracies
2019,Butts County,GA0350051,Butts,22281,763.423,9.443,83.513,648.9705620369459,564.816,0,1.482,8.112132025461824,574.4101320254618,74.56043001148407,8.754648223274165,65.80578178820991,84.15456203694589,281,8497,74.4,3599922,5.23,594.33,75.89450256000002,45786.81,39110.35,VPC,0.1296739281560124,0.02516700111408064,2.822800705897542,NA,641.6007584284104,65.80578178820991,0.8670691495235211,69.04061817625367,Unbilled metered,Volume from own sources,Variable production cost (applied to Real Losses)
2019,Byron,GA2250000,Peach,4561,316.073,0,0,312.9435643564356,227.112,0,0.85,3.9117945544554455,231.87379455445543,81.06976980198019,8.400510044911712,72.66925975706847,85.83156435643562,75.6,3414,60,817173,5,319.42,20.1720024,42002.55,23212.02,VPC,0.2742717030559396,0.0816664006186518,6.741387232998461,58.3168899672328,NA,72.66925975706847,3.6024812170887146,51.332653853620656,Volume from own sources,Customer metering inaccuracies,Variable production cost (applied to Real Losses)
2019,Cairo,GA1310000,Grady,9469,534.771,0,0,516.6869565217391,417.861,0,0,6.4585869565217395,424.31958695652173,92.36736956521742,4.436173911404869,87.93119565381255,98.82595652173916,120,4471,66,218489,1.85,408.56,31.7951865,8206.92,35925.17,VPC,0.1912685336340228,0.21406483310087548,2.7183854008357473,53.882215466989734,NA,87.93119565381255,2.7655505544467416,67.72222222222221,Volume from own sources,Customer retail unit cost (applied to Apparent Losses),Variable production cost (applied to Real Losses)
2019,Calhoun,GA1290000,Gordon,55186,3650.84,NA,766.998,2979.1479918049313,2148.203,NA,NA,37.239349897561645,2185.4423498975616,793.7056419073697,106.99846724986747,686.7071746575022,830.9449918049313,855.9,21925,105,10770563.83,2.98,258.23,303.50215192499996,318855.43,177328.39,VPC,0.278920347055837,0.046961343103656177,13.370421236765122,NA,2198.141745074886,686.7071746575022,2.262610562402859,67.90679283270475,Volume from own sources,Variable production cost (applied to Real Losses),Customer retail unit cost (applied to Apparent Losses)
2019,Camilla,GA2050001,Mitchell,6334,1166.165,NA,NA,1166.165,833.519,0,0,14.5770625,848.0960625,318.06893749999995,26.371492051282125,291.6974454487178,332.64599999999996,72,2757,54,1697179,1.04,73.12,15.8285097,27426.35,21328.92,VPC,0.2852477994108895,0.02935526762618655,26.206261572070225,289.8698162572161,NA,291.6974454487178,18.428610840647735,55.48888888888888,Volume from own sources,Customer metering inaccuracies,Customer retail unit cost (applied to Apparent Losses)
2019,Canton,GA0570001,Cherokee,16375,1052.38,62.581,109.669,1025.808163265306,888.069,NA,19.372,12.822602040816328,920.2636020408164,105.54456122448984,23.30389698979593,82.2406642346939,137.73916326530616,150,10300,80,5618569,6.9,577.94,68.8098,160821.05,47529.91,VPC,0.1342738030343423,0.04039416711602451,6.198669235216367,21.87542604992523,NA,82.2406642346939,1.1951882469458406,63.79942833473671,Volume from own sources,Customer metering inaccuracies,Billed metered
2019,Carroll County,GA0450001,Carroll,45976,1791.221,NA,432.321,1358.6016257073288,1063.037,NA,8.114,16.98252032134161,1088.1335203213416,270.4681053859872,16.873803634975506,253.5943017510117,295.5646257073288,794.7,19510,97,7551239,7.67,360.89,255.830404935,129422.07,91519.65,VPC,0.21755061978042972,0.03045841942732228,2.3695335212677033,NA,874.2656460386074,253.5943017510117,0.9912594314793955,68.30039090535125,Volume from own sources,Customer metering inaccuracies,Variable production cost (applied to Real Losses)
2019,Carrollton,GA0450002,Carroll,26443,1830.92,0,0,1821.810945273632,1451.558,NA,32.889,22.772636815920404,1507.2196368159202,314.5913084577119,86.31221183686834,228.27909662084352,370.2529452736323,244,10028,95,3912433.98,4.56,329.5,97.930522,393583.69,75217.96,VPC,0.20323346186616584,0.1245112786909016,23.58115409370703,62.36758900307728,NA,228.27909662084352,2.331031142883559,79.55458004097162,Volume from own sources,Billed metered,Customer metering inaccuracies
2019,Cartersville,GA0150002,Bartow,24830,4337.18,0,2153.143,2172.3600289463384,1669.881,0,0,27.154500361829232,1697.0355003618292,475.3245285845091,61.25140669607713,414.073121888432,502.4790289463384,235,11601,85,4474123,2.59,147.78,93.4317875,158849.57,61191.73,VPC,0.23130559495244263,0.05007778886110878,14.465311019734276,97.78871729017976,NA,414.073121888432,4.431822755060016,71.16860213893067,Volume from own sources,Customer metering inaccuracies,Variable production cost (applied to Real Losses)
2019,Catoosa County,GA0470000,Catoosa,52650,1320,558,17,1879.4439237738209,1430,NA,0,23.49304904717276,1453.4930490471727,425.9508747266479,22.71805425387912,403.2328204727688,449.4439237738207,550,20755,113,5673857,3.86,1200,251.13049375,87691.69,483879.38,VPC,0.23913664998919568,0.105706353340224,2.998855433928002,53.22801509756933,NA,403.2328204727688,1.6056704801217268,75.02533083051969,Volume from own sources,Unauthorized consumption,Systematic data handling errors
2019,Cave Spring,GA1150000,Floyd,3505,306.081,0,115.444,165.755,79.481,0.024,2.182,2.0719375,83.7589375,81.9960625,2.4928009974424588,79.50326150255754,86.25,87,1650,113,827837,4.16,236.58,29.62092165,10370.05,18808.88,VPC,0.520346294229435,0.03646289099108362,4.1391465295848215,NA,2503.6454574888216,79.50326150255754,2.684023895068691,67.69829805614803,Volume from own sources,Billed metered,Customer metering inaccuracies
2019,Cedartown,GA2330000,Polk,9750,482.605,0,0,482.605,338.137457,0,51.554996,6.032562500000001,395.7250155,86.87998450000003,7.986258980063482,78.89372551993655,144.46754300000006,85.9,4052,85,808589.23,2.37,173.11,33.274901975,18927.43,13657.29,VPC,0.299349453486806,0.0526271032072016,5.399842445512097,53.3433349470152,NA,78.89372551993655,2.3709679319028725,63.49999999999999,Volume from own sources,Unbilled metered,Customer metering inaccuracies
2019,Centerville,GA1530000,Houston,11094,418.284,20.108,0,438.3083599280144,335.636,0,7.948,5.47885449910018,349.0628544991002,89.24550542891421,12.56117017817054,76.68433525074367,102.6723599280144,48,4039,65,1996978,3.67,353.63,20.53469925,46099.49,27117.88,VPC,0.23424686662348124,0.03904174937586852,8.520466667912876,52.01635780641734,NA,76.68433525074367,3.734378298759047,50.3142394866156,Volume from own sources,Billed metered,Unbilled metered
2019,Chatsworth,GA2130000,Murray,28959,645.523,523.882,7.687,1167.8929303479547,798.184,0,12.917,14.598661629349436,825.6996616293494,342.1932687186053,13.108131719809242,329.08513699879603,369.70893034795466,429.11,11504,90,4718507,6.88,754.86,132.94674553500002,90183.95,2264105.74,CRUC,0.31656063731613304,0.5390682774856387,3.12175674924487,NA,2101.1002192099804,329.08513699879603,2.4753154781976963,74.44997379013887,Water imported,Volume from own sources,Billed metered
2019,Chattooga County,GA0550000,Chattooga,7800,325.151677,7.13688,11.524004,320.76455300000003,179.550023,0,0,4.009556912500001,183.5595799125,137.20497308750004,10.700787650526324,126.50418543697371,141.21453000000002,300,3533,90,1320135.17,6.29,466.63,70.7244075,67307.95,59030.65,VPC,0.440243563945172,0.09711852606301331,8.29811107834649,NA,1155.289364721221,126.50418543697371,1.7886920500107932,54.76666666666666,Volume from own sources,Billed metered,Customer metering inaccuracies
2019,Cherokee County Water & Sewerage Authority,GA0570002,Cherokee,186000,6278.04,31.17,368.708,6178.142870807558,5109.197,0,109.493,0.198,5218.888000000001,959.2548708075574,107.56789520060588,851.6869756069515,1068.9458708075574,1276.62,71413,116.2,34774863,5.96,242.01,747.2519221145999,641104.66,206116.77,VPC,0.17302058129125675,0.02512641787466565,4.1267915112576246,32.67456869569435,NA,851.6869756069515,1.13975882885228,86.72649222494975,Volume from own sources,Unauthorized consumption,Variable production cost (applied to Real Losses)
2019,Chickamauga,GA2950000,Walker,5125,308.898,0.087,0,325.24429405150727,107.415,0,0.686,4.065553675643841,112.16655367564384,213.0777403758634,3.287791092271633,209.78994928359177,217.82929405150725,41.9,2241,145,417775,3.89,280.99,29.787724825,12789.51,58948.88,VPC,0.6697405551318012,0.17491119445982228,4.019476496270174,256.47790465801324,NA,209.78994928359177,7.042832257786972,46.24593215551119,Volume from own sources,Billed metered,Customer metering inaccuracies
2019,Clarkesville,GA1370002,Habersham,4727,228.118,0,0,222.2938998245956,134.470362,NA,15.242987,2.7786737478074452,152.49202274780745,69.80187707678817,1.267132080626656,68.53474499616152,87.82353782459562,60.6,2360,78.96,1000738.59,5.98,285.15,19.651074458399997,7577.45,19542.68,VPC,0.3950784879562333,0.03223520034341851,1.4710147209503783,79.56204434195672,NA,68.53474499616152,3.487582581870776,68.59242168900302,Volume from own sources,Unbilled metered,Customer metering inaccuracies
2019,Claxton,GA1090001,Evans,2746,172.818,0,0,181.91368421052633,110.929,0,0,2.273921052631579,113.20292105263158,68.71076315789475,1.8526016600212705,66.85816149787348,70.98468421052632,43,1683,60,1236190,4.74,208.04,10.623252,8781.33,13909.17,VPC,0.3902107998009467,0.01873787227069293,3.015817579536331,108.8372223408517,NA,66.85816149787348,6.293568249898757,54.377777777777766,Volume from own sources,Customer retail unit cost (applied to Apparent Losses),Unauthorized consumption
2019,Clayton,GA2410000,Rabun,7150,0,383.518,15.06,369.1751428571428,150.467,0,3.194,4.614689285714285,158.2756892857143,210.89945357142852,9.38652640977444,201.5129271616541,218.7081428571428,130,3550,160,2863355,19.42,3150,74.37938477272728,182286.34287781964,634765.7205592104,VPC,0.5924238050387234,0.293938206993904,7.244087524425576,NA,4246.847780013784,201.5129271616541,2.709257783959823,65.24428022534357,Water imported,Customer metering inaccuracies,Billed metered
2019,Clayton County Water Authority,GA0630000,Clayton,289615,9408.245,0,433.238,8959.766160631254,8046.403,1.169,27.28,111.99707700789068,8186.849077007891,772.9170836233634,26.624415401578133,746.2926682217852,912.194160631254,1378.63,87923,92.5,36006168,4.23,455.2,697.0888781037501,112621.28,3156817.99,CRUC,0.10181004105211894,0.10716445303121966,0.8296305157915459,23.254864451656257,NA,746.2926682217852,1.070584672433566,86.99832623796792,Volume from own sources,Billed unmetered,Unauthorized consumption
2019,Cleveland Waterworks,GA3110000,White,4906,157.094,94.613,0,251.707,192.081535,0,0.31336,3.1463375,195.5412325,56.165767500000015,5.035897766071432,51.12986973392859,59.62546500000002,40,2300,90.7,1815012.97,2.96,1255.36,18.585427699999997,14906.26,64186.39,VPC,0.2368844132264896,0.04596981833708661,5.998687035225053,60.90514560325025,NA,51.12986973392859,2.7510730750591548,61.725490196078425,Volume from own sources,Water imported,Unbilled metered
2019,Cobb County Water System (Cobb County-Marietta Water Authority),GA0670003/GA0670002,Cobb,850000,31014.29,0,10074.058,21076.90555673871,19274.5,0,0,40.96,19315.46,1761.4455567387122,244.57315423035132,1516.872402508361,1802.405556738712,3234.2,192746,118,147490326.11,5.43,2088.9,1998.83227054,1328032.23,3168594.76,VPC,0.08551566319290389,0.03106772121212257,3.476406442922488,21.561094919701414,NA,1516.872402508361,0.7588792841024956,70.74407921140111,Volume from own sources,Variable production cost (applied to Real Losses),Unauthorized consumption
2019,Cochran,GA0230000,Bleckley,5244,278.111,0,0,283.7867346938775,217.505,0.423,11.562,3.547334183673469,233.0373341836735,50.749400510204055,4.741559285973284,46.00784122423077,65.85873469387752,65.5,2761,53,1034732.69,3.49,294.33,14.866729225,16548.04,13541.49,VPC,0.2320712233604567,0.03337737415627143,4.705024768644757,45.65334301571376,NA,46.00784122423077,3.094684817886079,64.41382868937049,Volume from own sources,Billed metered,Variable production cost (applied to Real Losses)
2019,College Park,GA1210002,Fulton,20382,106.48594,1042.01,0,1158.265892424674,857.16006,0,1.54,14.478323655308428,873.1783836553084,285.08750876936574,18.115215540960204,266.97229322840553,301.1058324246742,99.38,2902,68,5917325.58,5.02,3350.58,24.148514756,90938.38,894512.03,VPC,0.259962616868869,0.17560654202398218,17.10224931408684,NA,7359.94103795327,266.97229322840553,11.055433260634503,69.72260381772539,Unbilled metered,Customer metering inaccuracies,Water imported
2019,Columbia County,GA0730000,Columbia,111460,6355,NA,469.34,5883.961190792465,4966.4,NA,66.19,73.5495148849058,5106.139514884905,777.8216759075594,34.68612831498776,743.1355475925717,917.5611907924653,786.1,47229,51.36,11370026.78,4.54,272.86,212.53076750640005,157475.02,202771.97,VPC,0.1559427673024618,0.03503741194333836,2.0121215468083817,43.1088484114312,NA,743.1355475925717,3.4966021922929036,71.27102472638472,Volume from own sources,Variable production cost (applied to Real Losses),Unauthorized consumption
